Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
742,Mumbai,Maharashtra,TRUE,2017-12-04,2023-06-09,2025-03-19,7.3,Career Prioritization,No,Yes,Reconciliation,Pending,11,Mother,No,1,Medium,No,Parents,Yes,No,27,32
743,Noida,Uttar Pradesh,TRUE,2013-12-13,2022-02-04,2024-05-02,10.4,Lack of Compatibility,Yes,No,Family Intervention,Settled,16,NA,Yes,1,Medium,Yes,Parents,No,No,23,25
744,Pune,Maharashtra,TRUE,2014-10-22,2020-07-29,2020-06-10,5.6,Career Prioritization,Yes,Yes,Reconciliation,Settled,6,Joint,Yes,1,Medium,No,Parents,No,No,27,29
745,Chennai,Tamil Nadu,TRUE,2014-08-02,2018-02-04,,10.9,Financial Stress,Yes,Yes,Divorce,Settled,7,NA,Yes,2,Medium,No,NGO,No,No,29,31
746,Ahmedabad,Gujarat,TRUE,2011-05-04,2020-11-12,2020-07-30,9.2,Infidelity,Yes,Yes,Mediation,Settled,7,Father,No,2,Medium,No,Parents,Yes,No,24,28
747,Hyderabad,Telangana,TRUE,2016-05-02,2019-08-24,,9.2,In-Laws Conflict,Yes,No,Divorce,Settled,19,NA,No,1,Low,No,NGO,No,No,30,35
748,Mumbai,Maharashtra,TRUE,2018-05-30,2025-01-06,2025-02-07,6.7,Career Prioritization,Yes,Yes,Mediation,Settled,21,Father,Yes,1,Low,Yes,NGO,No,No,28,33
749,Hyderabad,Telangana,TRUE,2017-06-17,,,8.0,Career Prioritization,Yes,No,Family Intervention,Ongoing,10,NA,Yes,2,Medium,Yes,NGO,No,No,27,32
750,Delhi,Delhi,TRUE,2012-08-31,2015-01-31,,12.8,Infidelity,Yes,No,Counseling,Reconciled,14,NA,No,2,Medium,No,Friends,Yes,No,23,27
751,Delhi,Delhi,TRUE,2012-10-08,2020-03-11,2020-03-20,7.5,Lack of Communication,Yes,No,Reconciliation,Ongoing,6,Mother,No,1,Medium,Yes,None,Yes,No,32,32
752,Chennai,Tamil Nadu,TRUE,2016-07-15,2024-10-08,2025-12-06,9.4,In-Laws Conflict,Yes,Yes,Mediation,Ongoing,11,NA,Yes,1,Medium,Yes,None,Yes,No,26,30
753,Gurgaon,Haryana,TRUE,2013-10-17,2019-11-06,,11.7,Financial Stress,Yes,Yes,Divorce,Reconciled,7,NA,No,0,High,Yes,Friends,No,No,31,34
754,Bengaluru,Karnataka,TRUE,2015-09-26,2021-02-15,2023-02-09,7.4,Unrealistic Expectations,No,No,Mediation,Pending,13,NA,Yes,1,Medium,Yes,NGO,No,No,29,30
755,Hyderabad,Telangana,TRUE,2012-10-16,2019-03-28,,12.7,In-Laws Conflict,No,No,Counseling,Settled,9,NA,No,0,Low,No,None,Yes,No,31,37
756,Chennai,Tamil Nadu,TRUE,2019-01-08,,,6.5,Unrealistic Expectations,Yes,No,Mediation,Settled,5,Joint,Yes,1,High,No,NGO,Yes,Yes,30,30
757,Chennai,Tamil Nadu,TRUE,2013-07-04,2018-01-12,2019-08-27,6.2,Lack of Communication,Yes,No,Family Intervention,Settled,5,Mother,Yes,2,High,No,Parents,No,No,23,27
758,Gurgaon,Haryana,TRUE,2012-09-06,2020-05-02,2022-09-06,10.0,Lack of Compatibility,No,No,Mediation,Reconciled,7,Joint,No,1,High,Yes,None,No,No,28,32
759,Hyderabad,Telangana,TRUE,2018-02-12,2024-11-04,,7.4,Work-Life Imbalance,No,No,Mediation,Ongoing,16,NA,Yes,1,High,Yes,Parents,No,No,27,28
760,Pune,Maharashtra,TRUE,2019-08-10,,,5.9,Financial Stress,Yes,Yes,Mediation,Settled,15,NA,Yes,1,High,Yes,NGO,No,Yes,25,28
761,Ahmedabad,Gujarat,TRUE,2011-01-02,2017-01-04,2017-06-28,6.5,In-Laws Conflict,Yes,No,Reconciliation,Pending,16,NA,No,0,High,Yes,NGO,Yes,No,27,27
762,Ahmedabad,Gujarat,TRUE,2019-12-22,2024-02-20,,5.5,Domestic Violence,Yes,No,Counseling,Settled,18,Mother,No,1,Medium,Yes,NGO,Yes,No,23,25
763,Kolkata,West Bengal,TRUE,2013-05-24,2017-11-23,,12.1,Domestic Violence,Yes,Yes,Mediation,Ongoing,16,NA,Yes,1,Low,No,None,No,No,23,27
764,Kolkata,West Bengal,TRUE,2019-02-04,2025-10-09,,6.4,Lack of Communication,Yes,No,Family Intervention,Reconciled,6,NA,Yes,0,High,Yes,None,No,No,30,36
765,Delhi,Delhi,TRUE,2010-09-09,2016-11-19,2017-04-14,6.6,Lack of Compatibility,No,No,Mediation,Reconciled,10,NA,No,0,Medium,Yes,Parents,No,No,30,35
766,Mumbai,Maharashtra,TRUE,2014-11-30,2022-02-18,2024-08-01,9.7,Lack of Communication,No,Yes,Mediation,Reconciled,13,NA,Yes,1,Medium,Yes,None,No,No,26,29
767,Noida,Uttar Pradesh,TRUE,2018-05-22,2021-01-11,2021-02-12,2.7,Work-Life Imbalance,No,No,Counseling,Settled,7,Mother,Yes,2,Low,Yes,Friends,No,No,25,30
768,Pune,Maharashtra,TRUE,2010-12-27,2019-05-04,,14.5,Lack of Communication,No,No,Counseling,Settled,9,NA,Yes,0,Medium,No,None,No,No,23,25
769,Delhi,Delhi,TRUE,2017-03-28,2020-06-30,2021-09-14,4.5,In-Laws Conflict,Yes,Yes,Counseling,Settled,21,NA,Yes,0,Low,Yes,None,No,No,27,27
770,Mumbai,Maharashtra,TRUE,2011-01-26,2017-11-28,2017-07-07,6.4,Lack of Compatibility,Yes,No,Family Intervention,Pending,14,Father,Yes,2,Medium,No,None,No,No,23,27
771,Mumbai,Maharashtra,TRUE,2013-02-12,2021-02-28,2022-06-25,9.4,In-Laws Conflict,Yes,Yes,Divorce,Reconciled,17,Joint,Yes,1,High,Yes,Parents,Yes,No,31,34
772,Kolkata,West Bengal,TRUE,2017-10-05,2020-05-03,2020-04-17,2.5,Unrealistic Expectations,No,Yes,Family Intervention,Reconciled,17,NA,Yes,1,High,Yes,NGO,No,No,24,25
773,Noida,Uttar Pradesh,TRUE,2014-06-26,2024-04-01,,11.0,In-Laws Conflict,No,No,Reconciliation,Pending,15,NA,No,1,Low,Yes,Parents,No,No,28,30
774,Kolkata,West Bengal,TRUE,2010-01-08,2015-06-07,2016-05-24,6.4,Financial Stress,No,Yes,Family Intervention,Reconciled,9,Father,No,2,Low,Yes,None,Yes,No,29,34
775,Gurgaon,Haryana,TRUE,2019-08-14,2025-05-30,,5.9,Work-Life Imbalance,Yes,No,Family Intervention,Ongoing,7,Joint,Yes,1,Medium,No,NGO,Yes,No,29,29
776,Noida,Uttar Pradesh,TRUE,2011-07-12,2021-11-13,,14.0,Lack of Communication,Yes,Yes,Reconciliation,Pending,19,NA,No,0,High,Yes,Parents,Yes,Yes,30,31
777,Pune,Maharashtra,TRUE,2016-03-22,2024-12-05,2025-10-09,9.6,Domestic Violence,No,No,Mediation,Pending,15,Joint,Yes,1,High,Yes,None,Yes,No,27,27
778,Pune,Maharashtra,TRUE,2014-05-17,2023-03-30,2024-08-05,10.2,Financial Stress,No,Yes,Family Intervention,Ongoing,12,Mother,No,2,Low,Yes,Friends,No,No,32,34
779,Delhi,Delhi,TRUE,2014-03-09,2017-04-13,,11.3,In-Laws Conflict,Yes,No,Reconciliation,Settled,7,NA,No,1,Medium,Yes,NGO,No,No,29,34
780,Chennai,Tamil Nadu,TRUE,2016-06-29,,,9.0,Unrealistic Expectations,Yes,No,Counseling,Reconciled,22,NA,Yes,1,High,Yes,None,No,No,24,25
781,Ahmedabad,Gujarat,TRUE,2010-06-14,2014-10-03,2015-03-11,4.7,Unrealistic Expectations,Yes,No,Family Intervention,Ongoing,13,NA,Yes,1,Low,No,None,No,No,28,33
782,Mumbai,Maharashtra,TRUE,2013-06-03,2019-11-24,2019-09-06,6.3,Lack of Compatibility,Yes,No,Divorce,Pending,17,Joint,No,2,High,No,NGO,Yes,No,25,25
783,Bengaluru,Karnataka,TRUE,2017-04-17,2021-02-05,2022-08-11,5.3,Unrealistic Expectations,No,Yes,Family Intervention,Ongoing,11,Father,No,2,Low,Yes,Parents,No,No,24,24
784,Noida,Uttar Pradesh,TRUE,2011-07-29,2016-12-15,2018-08-19,7.1,Work-Life Imbalance,No,Yes,Reconciliation,Pending,12,Mother,No,1,High,No,None,No,No,23,29
785,Gurgaon,Haryana,TRUE,2018-02-01,2022-12-28,2022-06-02,4.3,Unrealistic Expectations,Yes,Yes,Family Intervention,Ongoing,10,Mother,No,1,High,No,None,No,No,25,28
786,Bengaluru,Karnataka,TRUE,2019-12-20,2025-07-09,,5.5,Infidelity,Yes,No,Mediation,Reconciled,16,NA,Yes,1,Medium,Yes,None,No,No,24,25
787,Delhi,Delhi,TRUE,2018-08-21,2025-05-26,,6.9,Lack of Communication,No,No,Counseling,Settled,20,Joint,No,1,Low,No,Friends,No,No,24,24
788,Pune,Maharashtra,TRUE,2013-08-18,2017-09-23,2018-01-16,4.4,Financial Stress,Yes,No,Family Intervention,Ongoing,14,Mother,Yes,1,High,Yes,Parents,No,No,26,26
789,Delhi,Delhi,TRUE,2017-04-21,,,8.2,In-Laws Conflict,Yes,Yes,Divorce,Ongoing,14,NA,No,0,Low,Yes,None,No,No,28,32
790,Mumbai,Maharashtra,TRUE,2016-03-25,2020-12-26,,9.3,Unrealistic Expectations,Yes,No,Family Intervention,Ongoing,6,NA,No,0,Low,No,NGO,No,No,27,27
791,Chennai,Tamil Nadu,TRUE,2014-08-16,2018-09-04,2019-12-20,5.3,In-Laws Conflict,Yes,Yes,Mediation,Pending,5,Joint,Yes,1,High,No,NGO,Yes,No,32,37
792,Noida,Uttar Pradesh,TRUE,2019-01-12,2023-02-02,2023-09-19,4.7,In-Laws Conflict,No,No,Reconciliation,Ongoing,13,Joint,Yes,2,Medium,Yes,Friends,Yes,No,26,30
793,Ahmedabad,Gujarat,TRUE,2015-06-14,2018-09-15,2018-04-27,2.9,Lack of Communication,No,No,Reconciliation,Settled,17,NA,No,0,High,Yes,NGO,No,No,23,29
794,Bengaluru,Karnataka,TRUE,2013-11-12,2018-06-02,,11.6,Lack of Communication,Yes,Yes,Divorce,Settled,6,NA,Yes,1,High,Yes,NGO,Yes,No,27,27
795,Kolkata,West Bengal,TRUE,2018-06-08,2024-07-22,2025-04-14,6.9,Lack of Compatibility,Yes,No,Divorce,Pending,8,Father,Yes,1,High,No,None,No,No,25,31
796,Kolkata,West Bengal,TRUE,2017-08-28,2023-09-27,2024-09-25,7.1,Lack of Communication,Yes,No,Family Intervention,Ongoing,10,Father,Yes,1,High,Yes,Parents,Yes,No,24,27
797,Noida,Uttar Pradesh,TRUE,2019-11-05,,,5.7,Lack of Compatibility,Yes,No,Divorce,Settled,13,Mother,No,2,Low,Yes,None,No,No,27,32
798,Chennai,Tamil Nadu,TRUE,2017-01-09,2025-12-16,,8.5,Financial Stress,Yes,No,Mediation,Settled,11,NA,Yes,0,Medium,No,NGO,No,No,24,28
799,Noida,Uttar Pradesh,TRUE,2017-10-30,,,7.7,Lack of Communication,No,Yes,Family Intervention,Reconciled,22,NA,Yes,0,High,No,Parents,No,No,30,33
800,Noida,Uttar Pradesh,TRUE,2016-06-28,2020-10-28,2020-11-03,4.4,In-Laws Conflict,Yes,Yes,Mediation,Reconciled,12,Mother,Yes,1,Low,Yes,None,Yes,No,27,30
801,Hyderabad,Telangana,TRUE,2014-05-30,2023-04-28,2023-12-10,9.5,In-Laws Conflict,Yes,No,Mediation,Pending,13,Mother,Yes,1,Low,Yes,Parents,No,No,30,35
802,Ahmedabad,Gujarat,TRUE,2014-01-11,2022-06-04,2024-12-11,10.9,Financial Stress,No,Yes,Mediation,Reconciled,19,NA,Yes,0,Low,Yes,None,Yes,No,24,28
803,Bengaluru,Karnataka,TRUE,2011-12-11,2020-05-13,,13.6,Work-Life Imbalance,No,No,Counseling,Pending,8,NA,Yes,1,Low,Yes,Parents,No,No,27,27
804,Noida,Uttar Pradesh,TRUE,2018-09-11,,,6.8,In-Laws Conflict,Yes,No,Mediation,Settled,10,Joint,No,1,Medium,Yes,None,No,No,30,35
805,Pune,Maharashtra,TRUE,2016-07-27,2024-03-18,2025-05-24,8.8,Career Prioritization,No,Yes,Family Intervention,Settled,6,NA,Yes,0,Medium,Yes,None,Yes,No,31,33
806,Bengaluru,Karnataka,TRUE,2019-09-21,2024-07-21,2024-08-31,4.9,In-Laws Conflict,No,No,Family Intervention,Ongoing,19,NA,No,0,Medium,No,None,No,No,32,34
807,Mumbai,Maharashtra,TRUE,2016-10-08,,,8.7,Financial Stress,No,Yes,Reconciliation,Pending,7,NA,No,2,Medium,Yes,Parents,No,Yes,28,34
808,Gurgaon,Haryana,TRUE,2018-07-16,,,7.0,Infidelity,Yes,No,Counseling,Reconciled,11,NA,Yes,0,Medium,Yes,Friends,No,No,24,27
809,Gurgaon,Haryana,TRUE,2011-04-30,2017-12-06,2019-01-17,7.7,Lack of Compatibility,Yes,No,Counseling,Settled,11,Father,Yes,1,Low,No,Parents,No,No,26,29
810,Mumbai,Maharashtra,TRUE,2012-02-25,2020-07-08,2020-01-16,7.9,Work-Life Imbalance,No,Yes,Family Intervention,Settled,5,NA,Yes,0,High,Yes,None,Yes,No,26,26
811,Hyderabad,Telangana,TRUE,2014-10-30,2019-07-10,2021-03-20,6.4,Career Prioritization,Yes,No,Counseling,Ongoing,18,Father,Yes,1,High,No,NGO,No,No,23,29
812,Hyderabad,Telangana,TRUE,2013-10-09,2020-10-21,2022-01-24,8.3,Unrealistic Expectations,Yes,Yes,Reconciliation,Ongoing,9,Father,Yes,1,High,Yes,Friends,Yes,No,24,30
813,Bengaluru,Karnataka,TRUE,2012-12-30,2017-05-24,,12.5,Infidelity,Yes,Yes,Reconciliation,Ongoing,22,NA,No,2,Medium,Yes,NGO,Yes,No,25,28
814,Noida,Uttar Pradesh,TRUE,2016-10-15,2022-08-09,2023-07-23,6.8,Lack of Communication,Yes,No,Divorce,Reconciled,14,NA,Yes,0,Medium,Yes,None,No,No,27,33
815,Chennai,Tamil Nadu,TRUE,2011-08-27,2020-04-04,2021-04-16,9.6,In-Laws Conflict,No,No,Mediation,Pending,18,Mother,Yes,2,Medium,Yes,Parents,No,No,28,32
816,Pune,Maharashtra,TRUE,2010-07-04,2013-03-20,2015-02-12,4.6,Lack of Communication,Yes,No,Family Intervention,Ongoing,22,NA,No,0,Low,No,Parents,No,No,23,25
817,Kolkata,West Bengal,TRUE,2010-06-04,2017-05-08,2018-10-04,8.3,Unrealistic Expectations,Yes,No,Reconciliation,Settled,20,Mother,Yes,2,Medium,Yes,Parents,Yes,Yes,32,36
818,Gurgaon,Haryana,TRUE,2012-03-14,2017-01-01,2019-12-21,7.8,Lack of Communication,Yes,Yes,Divorce,Settled,7,NA,No,0,Medium,Yes,None,No,No,32,36
819,Noida,Uttar Pradesh,TRUE,2019-02-05,,,6.4,In-Laws Conflict,No,No,Counseling,Ongoing,21,Joint,Yes,1,Low,Yes,Parents,Yes,No,32,34
820,Noida,Uttar Pradesh,TRUE,2013-02-15,2022-07-26,2023-09-25,10.6,Lack of Communication,No,No,Mediation,Pending,20,Joint,Yes,1,High,No,Friends,No,No,30,33
821,Mumbai,Maharashtra,TRUE,2015-06-27,2018-12-29,2019-01-10,3.5,Infidelity,No,No,Reconciliation,Pending,5,Joint,Yes,1,High,Yes,None,No,No,23,23
822,Pune,Maharashtra,TRUE,2014-01-17,2022-12-28,2023-07-11,9.5,Career Prioritization,No,No,Mediation,Ongoing,17,NA,Yes,1,Low,No,None,No,No,23,29
823,Kolkata,West Bengal,TRUE,2016-08-14,,,8.9,Financial Stress,No,Yes,Reconciliation,Ongoing,13,NA,No,0,Low,No,None,No,No,26,28
824,Bengaluru,Karnataka,TRUE,2017-11-21,2024-08-22,2024-02-07,6.2,In-Laws Conflict,Yes,No,Mediation,Reconciled,9,Father,Yes,1,Medium,No,Parents,No,No,31,37
825,Noida,Uttar Pradesh,TRUE,2013-05-22,2022-02-26,2022-09-29,9.4,Career Prioritization,Yes,No,Reconciliation,Pending,18,NA,No,0,Low,Yes,None,Yes,No,32,33
826,Delhi,Delhi,TRUE,2012-08-25,2018-02-06,2019-12-01,7.3,Lack of Compatibility,Yes,No,Mediation,Pending,14,NA,Yes,0,Medium,No,None,Yes,No,26,29
827,Pune,Maharashtra,TRUE,2013-09-29,2018-04-20,2020-08-04,6.9,Lack of Compatibility,Yes,Yes,Reconciliation,Settled,19,Father,No,1,High,Yes,NGO,Yes,No,28,32
828,Pune,Maharashtra,TRUE,2016-08-05,2021-03-11,2023-11-27,7.3,Lack of Communication,Yes,Yes,Divorce,Reconciled,6,Joint,Yes,2,High,Yes,Friends,No,Yes,25,27
829,Chennai,Tamil Nadu,TRUE,2012-06-16,2021-12-05,2023-09-12,11.2,Financial Stress,Yes,No,Divorce,Settled,5,Father,Yes,1,Medium,Yes,NGO,Yes,No,27,27
830,Chennai,Tamil Nadu,TRUE,2011-11-27,2019-11-04,2020-11-20,9.0,Career Prioritization,Yes,Yes,Reconciliation,Ongoing,12,NA,No,0,Medium,Yes,Friends,No,No,23,28
831,Mumbai,Maharashtra,TRUE,2017-07-04,,,8.0,Domestic Violence,Yes,Yes,Reconciliation,Reconciled,10,NA,No,0,High,Yes,None,Yes,No,25,30
832,Pune,Maharashtra,TRUE,2013-04-23,2019-12-06,2019-07-11,6.2,Financial Stress,Yes,Yes,Mediation,Settled,8,Father,No,2,High,No,NGO,No,No,26,31
833,Gurgaon,Haryana,TRUE,2016-03-27,,,9.3,In-Laws Conflict,Yes,No,Reconciliation,Pending,22,NA,Yes,0,Medium,No,None,Yes,No,23,26
834,Mumbai,Maharashtra,TRUE,2012-07-09,2015-01-21,2016-02-26,3.6,Work-Life Imbalance,Yes,Yes,Mediation,Reconciled,8,Father,No,1,Low,Yes,None,No,No,31,31
835,Bengaluru,Karnataka,TRUE,2018-02-16,,,7.4,Unrealistic Expectations,No,No,Family Intervention,Ongoing,8,NA,No,1,Low,Yes,Parents,No,No,25,30
836,Pune,Maharashtra,TRUE,2019-09-12,,,5.8,Financial Stress,Yes,No,Counseling,Pending,5,NA,Yes,1,High,No,NGO,No,No,29,31
837,Pune,Maharashtra,TRUE,2017-02-22,2024-04-04,2024-01-22,6.9,In-Laws Conflict,No,No,Reconciliation,Reconciled,22,NA,No,0,High,Yes,Friends,No,No,30,30
838,Delhi,Delhi,TRUE,2019-12-03,,,5.6,In-Laws Conflict,Yes,No,Reconciliation,Pending,21,NA,Yes,1,Medium,No,NGO,No,No,23,28
839,Gurgaon,Haryana,TRUE,2011-06-17,2014-07-05,,14.0,Domestic Violence,Yes,No,Reconciliation,Reconciled,14,NA,Yes,0,Low,Yes,NGO,Yes,No,30,30
840,Mumbai,Maharashtra,TRUE,2017-06-09,2025-02-06,,8.1,Infidelity,No,No,Mediation,Settled,18,NA,Yes,0,Medium,Yes,Parents,Yes,No,23,23
841,Gurgaon,Haryana,TRUE,2012-11-18,2019-01-19,2020-02-13,7.2,Work-Life Imbalance,No,No,Divorce,Ongoing,10,Father,Yes,1,Low,No,None,No,No,28,31
842,Kolkata,West Bengal,TRUE,2016-09-12,2023-07-07,2024-03-07,7.5,Career Prioritization,Yes,No,Mediation,Pending,14,NA,No,0,Medium,Yes,None,Yes,No,26,29
843,Chennai,Tamil Nadu,TRUE,2016-06-07,,,9.1,Financial Stress,No,Yes,Divorce,Pending,19,NA,No,1,High,Yes,None,No,No,27,27
844,Delhi,Delhi,TRUE,2017-11-15,2023-04-05,2023-06-03,5.6,Lack of Compatibility,No,Yes,Family Intervention,Settled,12,Joint,No,1,Medium,Yes,Parents,Yes,No,31,36
845,Delhi,Delhi,TRUE,2013-05-09,2021-02-10,2022-04-24,9.0,Financial Stress,Yes,No,Divorce,Pending,15,Mother,Yes,2,High,Yes,None,No,No,27,30
846,Noida,Uttar Pradesh,TRUE,2017-02-06,,,8.4,Domestic Violence,No,Yes,Mediation,Pending,11,Joint,No,2,Medium,No,NGO,No,No,28,32
847,Bengaluru,Karnataka,TRUE,2014-01-21,2022-06-07,2023-07-07,9.5,Lack of Compatibility,No,Yes,Family Intervention,Reconciled,14,Joint,No,1,Medium,Yes,None,No,No,23,28
848,Hyderabad,Telangana,TRUE,2011-02-14,2016-10-26,2016-05-09,5.2,Financial Stress,Yes,Yes,Reconciliation,Settled,7,NA,Yes,2,Medium,Yes,NGO,Yes,No,30,31
849,Pune,Maharashtra,TRUE,2017-10-03,2023-09-29,2025-12-23,8.2,Infidelity,Yes,Yes,Counseling,Pending,22,NA,No,1,High,Yes,None,No,No,25,26
850,Pune,Maharashtra,TRUE,2013-03-13,2021-09-06,2022-10-14,9.6,Career Prioritization,Yes,No,Family Intervention,Reconciled,16,NA,No,0,Medium,No,NGO,Yes,No,25,30
851,Pune,Maharashtra,TRUE,2013-07-28,2017-06-09,2019-02-13,5.6,Lack of Compatibility,No,No,Counseling,Settled,5,NA,No,1,Medium,Yes,Parents,No,No,24,27
852,Bengaluru,Karnataka,TRUE,2011-12-08,2017-03-14,2019-04-21,7.4,Work-Life Imbalance,Yes,No,Counseling,Reconciled,14,Father,Yes,1,High,No,Friends,No,No,25,31
853,Gurgaon,Haryana,TRUE,2016-11-05,2022-08-07,2023-10-06,6.9,Lack of Compatibility,Yes,Yes,Counseling,Reconciled,12,Mother,Yes,1,Medium,No,Friends,No,No,25,31
854,Mumbai,Maharashtra,TRUE,2011-08-20,2014-10-29,,13.9,Financial Stress,No,No,Counseling,Pending,9,NA,Yes,1,Low,Yes,Friends,No,No,27,29
855,Mumbai,Maharashtra,TRUE,2018-12-05,2025-05-24,,6.6,Work-Life Imbalance,Yes,No,Counseling,Reconciled,20,NA,No,1,Medium,No,Parents,Yes,No,24,28
856,Chennai,Tamil Nadu,TRUE,2016-05-20,2022-07-27,2023-05-02,7.0,Career Prioritization,No,No,Divorce,Reconciled,10,Mother,Yes,1,Medium,Yes,None,No,No,30,32
857,Kolkata,West Bengal,TRUE,2016-01-26,2023-07-29,2024-08-12,8.6,Unrealistic Expectations,Yes,Yes,Reconciliation,Pending,13,NA,Yes,2,Low,Yes,Parents,No,No,31,33
858,Kolkata,West Bengal,TRUE,2017-09-15,2020-07-15,2021-01-03,3.3,Domestic Violence,Yes,Yes,Family Intervention,Settled,22,Father,Yes,1,High,Yes,Friends,No,No,32,36
859,Noida,Uttar Pradesh,TRUE,2010-03-15,2020-05-10,2020-05-01,10.1,Unrealistic Expectations,Yes,No,Mediation,Pending,16,NA,No,0,High,Yes,Friends,No,No,31,34
860,Kolkata,West Bengal,TRUE,2016-07-24,2024-09-12,2025-11-01,9.3,Lack of Compatibility,No,No,Mediation,Reconciled,15,NA,No,0,High,Yes,NGO,Yes,No,27,33
861,Delhi,Delhi,TRUE,2011-04-16,2021-11-26,2021-02-04,9.8,Unrealistic Expectations,No,No,Counseling,Settled,21,NA,Yes,2,High,Yes,Friends,No,No,29,33
862,Noida,Uttar Pradesh,TRUE,2012-01-16,2021-04-29,,13.5,Lack of Compatibility,No,No,Divorce,Settled,10,NA,No,0,High,Yes,NGO,No,No,31,36
863,Delhi,Delhi,TRUE,2012-03-13,2022-10-22,2023-02-10,10.9,Domestic Violence,Yes,No,Counseling,Settled,21,NA,Yes,0,Medium,Yes,Friends,Yes,Yes,31,32
864,Gurgaon,Haryana,TRUE,2015-09-29,2018-07-26,2020-10-20,5.1,Unrealistic Expectations,Yes,No,Mediation,Pending,7,NA,No,0,Low,No,None,No,No,28,28
865,Gurgaon,Haryana,TRUE,2017-10-16,,,7.7,Lack of Compatibility,Yes,No,Divorce,Reconciled,15,NA,Yes,1,High,Yes,NGO,No,Yes,31,36
866,Bengaluru,Karnataka,TRUE,2011-05-05,2017-11-25,,14.2,Lack of Compatibility,No,No,Family Intervention,Pending,14,NA,Yes,0,Low,Yes,Friends,No,No,23,25
867,Hyderabad,Telangana,TRUE,2016-02-10,2023-06-29,2024-08-21,8.5,Career Prioritization,Yes,No,Mediation,Ongoing,10,NA,No,0,Low,Yes,Friends,No,No,30,30
868,Gurgaon,Haryana,TRUE,2012-08-17,2016-11-12,2017-11-20,5.3,Lack of Compatibility,No,Yes,Divorce,Reconciled,5,NA,Yes,0,High,Yes,None,No,No,24,27
869,Bengaluru,Karnataka,TRUE,2010-11-23,2017-03-23,2019-10-12,8.9,Unrealistic Expectations,No,No,Divorce,Ongoing,14,Mother,Yes,1,Medium,Yes,NGO,No,No,32,33
870,Mumbai,Maharashtra,TRUE,2018-04-19,2024-12-05,2024-11-15,6.6,Financial Stress,Yes,Yes,Family Intervention,Pending,10,NA,Yes,0,Low,Yes,Friends,No,Yes,28,28
871,Delhi,Delhi,TRUE,2019-07-06,2022-11-24,2023-05-19,3.9,Lack of Communication,Yes,No,Reconciliation,Pending,7,NA,No,0,Medium,Yes,Parents,No,No,32,33
872,Bengaluru,Karnataka,TRUE,2015-07-12,2022-06-17,,10.0,Lack of Compatibility,Yes,No,Counseling,Ongoing,7,NA,No,0,High,No,None,Yes,No,32,34
873,Kolkata,West Bengal,TRUE,2018-06-17,2024-03-26,2025-10-19,7.3,Financial Stress,Yes,No,Divorce,Ongoing,10,Father,Yes,1,Medium,No,None,No,No,29,31
874,Gurgaon,Haryana,TRUE,2010-01-09,2017-01-10,,15.5,Work-Life Imbalance,Yes,No,Reconciliation,Settled,12,NA,Yes,1,Low,Yes,None,No,No,27,27
875,Chennai,Tamil Nadu,TRUE,2015-01-09,2020-10-15,2020-01-07,5.0,Lack of Compatibility,No,No,Counseling,Settled,14,Mother,Yes,1,High,No,None,No,No,30,33
876,Delhi,Delhi,TRUE,2014-01-06,2021-04-06,,11.5,Lack of Compatibility,No,Yes,Family Intervention,Settled,11,NA,No,1,Medium,Yes,Friends,Yes,No,25,30
877,Delhi,Delhi,TRUE,2019-06-17,2022-03-17,2022-01-22,2.6,Lack of Communication,No,Yes,Counseling,Reconciled,9,NA,No,0,Medium,No,Parents,Yes,No,31,33
878,Hyderabad,Telangana,TRUE,2011-11-22,2017-08-06,2017-11-17,6.0,Unrealistic Expectations,Yes,No,Reconciliation,Pending,11,NA,No,0,Low,Yes,None,No,No,29,34
879,Hyderabad,Telangana,TRUE,2010-01-14,2016-02-07,2016-02-16,6.1,Work-Life Imbalance,No,Yes,Reconciliation,Reconciled,8,NA,No,0,Low,Yes,Friends,No,No,27,33
880,Delhi,Delhi,TRUE,2019-05-03,2025-12-29,,6.2,Infidelity,Yes,Yes,Counseling,Ongoing,5,NA,Yes,0,High,No,None,No,No,29,30
881,Ahmedabad,Gujarat,TRUE,2019-10-04,2025-01-20,2025-11-11,6.1,In-Laws Conflict,Yes,No,Family Intervention,Settled,14,NA,Yes,1,High,Yes,NGO,No,No,29,32
882,Noida,Uttar Pradesh,TRUE,2015-07-27,2022-02-14,2023-08-17,8.1,Unrealistic Expectations,Yes,No,Mediation,Settled,20,NA,No,0,Medium,No,Parents,No,No,31,33
883,Ahmedabad,Gujarat,TRUE,2012-05-20,2019-10-25,2019-07-30,7.2,Lack of Compatibility,No,Yes,Mediation,Ongoing,10,NA,Yes,0,High,Yes,None,Yes,No,30,35
884,Gurgaon,Haryana,TRUE,2018-02-26,,,7.3,Infidelity,Yes,No,Counseling,Settled,6,Mother,No,1,High,No,None,No,No,29,33
